cohort,quarter,date,day_of_quarter,downloads,cum_downloads
control,2018Q3,2018-08-16,47,54888,1906250
control,2018Q3,2018-08-17,48,42681,1948931
control,2018Q3,2018-08-18,49,14726,1963657
control,2018Q3,2018-08-19,50,15391,1979048
control,2018Q3,2018-08-20,51,47035,2026083
control,2018Q3,2018-08-21,52,50414,2076497
control,2018Q3,2018-08-22,53,58998,2135495
control,2018Q3,2018-08-23,54,58505,2194000
control,2018Q3,2018-08-24,55,42588,2236588
control,2018Q3,2018-08-25,56,12495,2249083
control,2018Q3,2018-08-26,57,12930,2262013
control,2018Q3,2018-08-27,58,49603,2311616
control,2018Q3,2018-08-28,59,52121,2363737
control,2018Q3,2018-08-29,60,47773,2411510
control,2018Q3,2018-08-30,61,51056,2462566
control,2018Q3,2018-08-31,62,40291,2502857
control,2018Q3,2018-09-01,63,10677,2513534
control,2018Q3,2018-09-02,64,12243,2525777
control,2018Q3,2018-09-03,65,31539,2557316
control,2018Q3,2018-09-04,66,46450,2603766
control,2018Q3,2018-09-05,67,50079,2653845
control,2018Q3,2018-09-06,68,51576,2705421
control,2018Q3,2018-09-07,69,48730,2754151
control,2018Q3,2018-09-08,70,20499,2774650
control,2018Q3,2018-09-09,71,18469,2793119
control,2018Q3,2018-09-10,72,60235,2853354
control,2018Q3,2018-09-11,73,58672,2912026
control,2018Q3,2018-09-12,74,57373,2969399
control,2018Q3,2018-09-13,75,56124,3025523
control,2018Q3,2018-09-14,76,45504,3071027
control,2018Q3,2018-09-15,77,17452,3088479
control,2018Q3,2018-09-16,78,19999,3108478
control,2018Q3,2018-09-17,79,53239,3161717
control,2018Q3,2018-09-18,80,55714,3217431
control,2018Q3,2018-09-19,81,53724,3271155
control,2018Q3,2018-09-20,82,59706,3330861
control,2018Q3,2018-09-21,83,60270,3391131
control,2018Q3,2018-09-22,84,16027,3407158
control,2018Q3,2018-09-23,85,15112,3422270
control,2018Q3,2018-09-24,86,51840,3474110
control,2018Q3,2018-09-25,87,70982,3545092
control,2018Q3,2018-09-26,88,64880,3609972
control,2018Q3,2018-09-27,89,67348,3677320
control,2018Q3,2018-09-28,90,60807,3738127
control,2018Q3,2018-09-29,91,19096,3757223
control,2018Q3,2018-09-30,92,25731,3782954
control,2018Q4,2018-10-01,1,76041,76041
control,2018Q4,2018-10-02,2,113291,189332
control,2018Q4,2018-10-03,3,116233,305565
control,2018Q4,2018-10-04,4,115620,421185
control,2018Q4,2018-10-05,5,99974,521159
control,2018Q4,2018-10-06,6,64738,585897
control,2018Q4,2018-10-07,7,54087,639984
control,2018Q4,2018-10-08,8,102586,742570
control,2018Q4,2018-10-09,9,100959,843529
control,2018Q4,2018-10-10,10,104612,948141
control,2018Q4,2018-10-11,11,102369,1050510
control,2018Q4,2018-10-12,12,92550,1143060
control,2018Q4,2018-10-13,13,65311,1208371
control,2018Q4,2018-10-14,14,59586,1267957
control,2018Q4,2018-10-15,15,74275,1342232
control,2018Q4,2018-10-16,16,66265,1408497
control,2018Q4,2018-10-17,17,65243,1473740
control,2018Q4,2018-10-18,18,71612,1545352
control,2018Q4,2018-10-19,19,70247,1615599
control,2018Q4,2018-10-20,20,22753,1638352
control,2018Q4,2018-10-21,21,18726,1657078
control,2018Q4,2018-10-22,22,53011,1710089
control,2018Q4,2018-10-23,23,68539,1778628
control,2018Q4,2018-10-24,24,68554,1847182
control,2018Q4,2018-10-25,25,72450,1919632
control,2018Q4,2018-10-26,26,60040,1979672
control,2018Q4,2018-10-27,27,21999,2001671
control,2018Q4,2018-10-28,28,23880,2025551
control,2018Q4,2018-10-29,29,90807,2116358
control,2018Q4,2018-10-30,30,98082,2214440
control,2018Q4,2018-10-31,31,95663,2310103
control,2018Q4,2018-11-01,32,95653,2405756
control,2018Q4,2018-11-02,33,86442,2492198
control,2018Q4,2018-11-03,34,36194,2528392
control,2018Q4,2018-11-04,35,38059,2566451
control,2018Q4,2018-11-05,36,72913,2639364
control,2018Q4,2018-11-06,37,67845,2707209
control,2018Q4,2018-11-07,38,76318,2783527
control,2018Q4,2018-11-08,39,70937,2854464
control,2018Q4,2018-11-09,40,66210,2920674
control,2018Q4,2018-11-10,41,26470,2947144
control,2018Q4,2018-11-11,42,24506,2971650
control,2018Q4,2018-11-12,43,63673,3035323
control,2018Q4,2018-11-13,44,83366,3118689
control,2018Q4,2018-11-14,45,67115,3185804
control,2018Q4,2018-11-15,46,77980,3263784
control,2018Q4,2018-11-16,47,91019,3354803
control,2018Q4,2018-11-17,48,40932,3395735
control,2018Q4,2018-11-18,49,38097,3433832
control,2018Q4,2018-11-19,50,76173,3510005
control,2018Q4,2018-11-20,51,63740,3573745
control,2018Q4,2018-11-21,52,98997,3672742
control,2018Q4,2018-11-22,53,64449,3737191
control,2018Q4,2018-11-23,54,53864,3791055
control,2018Q4,2018-11-24,55,32280,3823335
control,2018Q4,2018-11-25,56,19234,3842569
control,2018Q4,2018-11-26,57,59612,3902181
control,2018Q4,2018-11-27,58,67674,3969855
control,2018Q4,2018-11-28,59,64194,4034049
control,2018Q4,2018-11-29,60,62246,4096295
control,2018Q4,2018-11-30,61,54844,4151139
control,2018Q4,2018-12-01,62,14454,4165593
control,2018Q4,2018-12-02,63,14576,4180169
control,2018Q4,2018-12-03,64,67405,4247574
control,2018Q4,2018-12-04,65,68497,4316071
control,2018Q4,2018-12-05,66,66907,4382978
control,2018Q4,2018-12-06,67,63124,4446102
control,2018Q4,2018-12-07,68,55150,4501252
control,2018Q4,2018-12-08,69,14527,4515779
control,2018Q4,2018-12-09,70,15474,4531253
control,2018Q4,2018-12-10,71,60439,4591692
control,2018Q4,2018-12-11,72,64824,4656516
control,2018Q4,2018-12-12,73,69029,4725545
control,2018Q4,2018-12-13,74,76923,4802468
control,2018Q4,2018-12-14,75,61937,4864405
control,2018Q4,2018-12-15,76,23255,4887660
control,2018Q4,2018-12-16,77,21210,4908870
control,2018Q4,2018-12-17,78,86407,4995277
control,2018Q4,2018-12-18,79,78665,5073942
control,2018Q4,2018-12-19,80,72375,5146317
control,2018Q4,2018-12-20,81,88996,5235313
control,2018Q4,2018-12-21,82,61169,5296482
control,2018Q4,2018-12-22,83,23184,5319666
control,2018Q4,2018-12-23,84,22866,5342532
control,2018Q4,2018-12-24,85,30961,5373493
control,2018Q4,2018-12-25,86,23349,5396842
control,2018Q4,2018-12-26,87,36418,5433260
control,2018Q4,2018-12-27,88,41887,5475147
control,2018Q4,2018-12-28,89,35442,5510589
control,2018Q4,2018-12-29,90,19683,5530272
control,2018Q4,2018-12-30,91,20381,5550653
control,2018Q4,2018-12-31,92,28469,5579122
control,2019Q1,2019-01-01,1,20936,20936
control,2019Q1,2019-01-02,2,63480,84416
control,2019Q1,2019-01-03,3,67002,151418
control,2019Q1,2019-01-04,4,61182,212600
control,2019Q1,2019-01-05,5,14268,226868
control,2019Q1,2019-01-06,6,23921,250789
control,2019Q1,2019-01-07,7,58272,309061
control,2019Q1,2019-01-08,8,69345,378406
control,2019Q1,2019-01-09,9,68054,446460
control,2019Q1,2019-01-10,10,65919,512379
control,2019Q1,2019-01-11,11,65212,577591
control,2019Q1,2019-01-12,12,17888,595479
control,2019Q1,2019-01-13,13,18601,614080
control,2019Q1,2019-01-14,14,67135,681215
control,2019Q1,2019-01-15,15,68620,749835
control,2019Q1,2019-01-16,16,68879,818714
control,2019Q1,2019-01-17,17,77094,895808
control,2019Q1,2019-01-18,18,71058,966866
control,2019Q1,2019-01-19,19,19757,986623
control,2019Q1,2019-01-20,20,15443,1002066
control,2019Q1,2019-01-21,21,61403,1063469
control,2019Q1,2019-01-22,22,69374,1132843
control,2019Q1,2019-01-23,23,76387,1209230
control,2019Q1,2019-01-24,24,71866,1281096
control,2019Q1,2019-01-25,25,62207,1343303
control,2019Q1,2019-01-26,26,15910,1359213
control,2019Q1,2019-01-27,27,16371,1375584
control,2019Q1,2019-01-28,28,65793,1441377
control,2019Q1,2019-01-29,29,81180,1522557
control,2019Q1,2019-01-30,30,79875,1602432
control,2019Q1,2019-01-31,31,80686,1683118
control,2019Q1,2019-02-01,32,61413,1744531
control,2019Q1,2019-02-02,33,15176,1759707
control,2019Q1,2019-02-03,34,14991,1774698
control,2019Q1,2019-02-04,35,62237,1836935
control,2019Q1,2019-02-05,36,68025,1904960
control,2019Q1,2019-02-06,37,70854,1975814
control,2019Q1,2019-02-07,38,74809,2050623
control,2019Q1,2019-02-08,39,69014,2119637
control,2019Q1,2019-02-09,40,17056,2136693
control,2019Q1,2019-02-10,41,17287,2153980
control,2019Q1,2019-02-11,42,82816,2236796
control,2019Q1,2019-02-12,43,98155,2334951
control,2019Q1,2019-02-13,44,84317,2419268
control,2019Q1,2019-02-14,45,77227,2496495
control,2019Q1,2019-02-15,46,69148,2565643
control,2019Q1,2019-02-16,47,16250,2581893
control,2019Q1,2019-02-17,48,15817,2597710
control,2019Q1,2019-02-18,49,63239,2660949
control,2019Q1,2019-02-19,50,80549,2741498
control,2019Q1,2019-02-20,51,80104,2821602
control,2019Q1,2019-02-21,52,81747,2903349
control,2019Q1,2019-02-22,53,67946,2971295
control,2019Q1,2019-02-23,54,16576,2987871
control,2019Q1,2019-02-24,55,16211,3004082
control,2019Q1,2019-02-25,56,74875,3078957
control,2019Q1,2019-02-26,57,81995,3160952
control,2019Q1,2019-02-27,58,78546,3239498
control,2019Q1,2019-02-28,59,77685,3317183
control,2019Q1,2019-03-01,60,71276,3388459
control,2019Q1,2019-03-02,61,18981,3407440
control,2019Q1,2019-03-03,62,17942,3425382
control,2019Q1,2019-03-04,63,85992,3511374
control,2019Q1,2019-03-05,64,91648,3603022
control,2019Q1,2019-03-06,65,86056,3689078
control,2019Q1,2019-03-07,66,98228,3787306
control,2019Q1,2019-03-08,67,68820,3856126
control,2019Q1,2019-03-09,68,17185,3873311
control,2019Q1,2019-03-10,69,16932,3890243
control,2019Q1,2019-03-11,70,80430,3970673
control,2019Q1,2019-03-12,71,86804,4057477
control,2019Q1,2019-03-13,72,106004,4163481
control,2019Q1,2019-03-14,73,102285,4265766
control,2019Q1,2019-03-15,74,76091,4341857
control,2019Q1,2019-03-16,75,20808,4362665
control,2019Q1,2019-03-17,76,21479,4384144
control,2019Q1,2019-03-18,77,47225,4431369
control,2019Q1,2019-03-19,78,92221,4523590
control,2019Q1,2019-03-20,79,88143,4611733
control,2019Q1,2019-03-21,80,92062,4703795
control,2019Q1,2019-03-22,81,84080,4787875
control,2019Q1,2019-03-23,82,32911,4820786
control,2019Q1,2019-03-24,83,26967,4847753
control,2019Q1,2019-03-25,84,96546,4944299
control,2019Q1,2019-03-26,85,103458,5047757
control,2019Q1,2019-03-27,86,106240,5153997
control,2019Q1,2019-03-28,87,92531,5246528
control,2019Q1,2019-03-29,88,77155,5323683
control,2019Q1,2019-03-30,89,30730,5354413
control,2019Q1,2019-03-31,90,22384,5376797
control,2019Q2,2019-04-01,1,94571,94571
control,2019Q2,2019-04-02,2,94334,188905
control,2019Q2,2019-04-03,3,108529,297434
control,2019Q2,2019-04-04,4,90602,388036
control,2019Q2,2019-04-05,5,77186,465222
control,2019Q2,2019-04-06,6,19784,485006
control,2019Q2,2019-04-07,7,19580,504586
control,2019Q2,2019-04-08,8,92227,596813
control,2019Q2,2019-04-09,9,100790,697603
control,2019Q2,2019-04-10,10,108184,805787
control,2019Q2,2019-04-11,11,94548,900335
control,2019Q2,2019-04-12,12,84923,985258
control,2019Q2,2019-04-13,13,20099,1005357
control,2019Q2,2019-04-14,14,18837,1024194
control,2019Q2,2019-04-15,15,94129,1118323
control,2019Q2,2019-04-16,16,103378,1221701
control,2019Q2,2019-04-17,17,100767,1322468
control,2019Q2,2019-04-18,18,92127,1414595
control,2019Q2,2019-04-19,19,54426,1469021
control,2019Q2,2019-04-20,20,18582,1487603
control,2019Q2,2019-04-21,21,18618,1506221
control,2019Q2,2019-04-22,22,70040,1576261
control,2019Q2,2019-04-23,23,100529,1676790
control,2019Q2,2019-04-24,24,98780,1775570
control,2019Q2,2019-04-25,25,101267,1876837
control,2019Q2,2019-04-26,26,81933,1958770
control,2019Q2,2019-04-27,27,22813,1981583
control,2019Q2,2019-04-28,28,18963,2000546
control,2019Q2,2019-04-29,29,87251,2087797
control,2019Q2,2019-04-30,30,87993,2175790
control,2019Q2,2019-05-01,31,64664,2240454
control,2019Q2,2019-05-02,32,87774,2328228
control,2019Q2,2019-05-03,33,78135,2406363
control,2019Q2,2019-05-04,34,20204,2426567
control,2019Q2,2019-05-05,35,19426,2445993
control,2019Q2,2019-05-06,36,86401,2532394
control,2019Q2,2019-05-07,37,100639,2633033
control,2019Q2,2019-05-08,38,97266,2730299
control,2019Q2,2019-05-09,39,95801,2826100
control,2019Q2,2019-05-10,40,82507,2908607
control,2019Q2,2019-05-11,41,19230,2927837
control,2019Q2,2019-05-12,42,19376,2947213
control,2019Q2,2019-05-13,43,94130,3041343
control,2019Q2,2019-05-14,44,99902,3141245
control,2019Q2,2019-05-15,45,97705,3238950
control,2019Q2,2019-05-16,46,98798,3337748
control,2019Q2,2019-05-17,47,87621,3425369
control,2019Q2,2019-05-18,48,18065,3443434
control,2019Q2,2019-05-19,49,18541,3461975
control,2019Q2,2019-05-20,50,94914,3556889
control,2019Q2,2019-05-21,51,115738,3672627
control,2019Q2,2019-05-22,52,103533,3776160
control,2019Q2,2019-05-23,53,108599,3884759
control,2019Q2,2019-05-24,54,88191,3972950
control,2019Q2,2019-05-25,55,21333,3994283
control,2019Q2,2019-05-26,56,20554,4014837
control,2019Q2,2019-05-27,57,70993,4085830
control,2019Q2,2019-05-28,58,99298,4185128
control,2019Q2,2019-05-29,59,127818,4312946
control,2019Q2,2019-05-30,60,96038,4408984
control,2019Q2,2019-05-31,61,87861,4496845
control,2019Q2,2019-06-01,62,24405,4521250
control,2019Q2,2019-06-02,63,22825,4544075
control,2019Q2,2019-06-03,64,101666,4645741
control,2019Q2,2019-06-04,65,107366,4753107
control,2019Q2,2019-06-05,66,109669,4862776
control,2019Q2,2019-06-06,67,111881,4974657
control,2019Q2,2019-06-07,68,99147,5073804
control,2019Q2,2019-06-08,69,21985,5095789
control,2019Q2,2019-06-09,70,19875,5115664
control,2019Q2,2019-06-10,71,94438,5210102
control,2019Q2,2019-06-11,72,114467,5324569
control,2019Q2,2019-06-12,73,111419,5435988
control,2019Q2,2019-06-13,74,115999,5551987
control,2019Q2,2019-06-14,75,102187,5654174
control,2019Q2,2019-06-15,76,23609,5677783
control,2019Q2,2019-06-16,77,22355,5700138
control,2019Q2,2019-06-17,78,105565,5805703
control,2019Q2,2019-06-18,79,117502,5923205
control,2019Q2,2019-06-19,80,113312,6036517
control,2019Q2,2019-06-20,81,111838,6148355
control,2019Q2,2019-06-21,82,97782,6246137
control,2019Q2,2019-06-22,83,21837,6267974
control,2019Q2,2019-06-23,84,24597,6292571
control,2019Q2,2019-06-24,85,106779,6399350
control,2019Q2,2019-06-25,86,119649,6518999
control,2019Q2,2019-06-26,87,117505,6636504
control,2019Q2,2019-06-27,88,111134,6747638
control,2019Q2,2019-06-28,89,91746,6839384
control,2019Q2,2019-06-29,90,23170,6862554
control,2019Q2,2019-06-30,91,23487,6886041
control,2019Q3,2019-07-01,1,105544,105544
control,2019Q3,2019-07-02,2,112456,218000
control,2019Q3,2019-07-03,3,110125,328125
control,2019Q3,2019-07-04,4,83174,411299
control,2019Q3,2019-07-05,5,80241,491540
control,2019Q3,2019-07-06,6,23343,514883
control,2019Q3,2019-07-07,7,23040,537923
control,2019Q3,2019-07-08,8,110891,648814
control,2019Q3,2019-07-09,9,120388,769202
control,2019Q3,2019-07-10,10,119701,888903
control,2019Q3,2019-07-11,11,119368,1008271
control,2019Q3,2019-07-12,12,99592,1107863
control,2019Q3,2019-07-13,13,25085,1132948
control,2019Q3,2019-07-14,14,24790,1157738
control,2019Q3,2019-07-15,15,109602,1267340
control,2019Q3,2019-07-16,16,119565,1386905
control,2019Q3,2019-07-17,17,119014,1505919
control,2019Q3,2019-07-18,18,118344,1624263
control,2019Q3,2019-07-19,19,104664,1728927
control,2019Q3,2019-07-20,20,25438,1754365
control,2019Q3,2019-07-21,21,24356,1778721
control,2019Q3,2019-07-22,22,116788,1895509
control,2019Q3,2019-07-23,23,122960,2018469
control,2019Q3,2019-07-24,24,120028,2138497
control,2019Q3,2019-07-25,25,123711,2262208
control,2019Q3,2019-07-26,26,101124,2363332
control,2019Q3,2019-07-27,27,22612,2385944
control,2019Q3,2019-07-28,28,23564,2409508
control,2019Q3,2019-07-29,29,115146,2524654
control,2019Q3,2019-07-30,30,109252,2633906
control,2019Q3,2019-07-31,31,125420,2759326
control,2019Q3,2019-08-01,32,123262,2882588
control,2019Q3,2019-08-02,33,104545,2987133
control,2019Q3,2019-08-03,34,26085,3013218
control,2019Q3,2019-08-04,35,27143,3040361
control,2019Q3,2019-08-05,36,117865,3158226
control,2019Q3,2019-08-06,37,131484,3289710
control,2019Q3,2019-08-07,38,126296,3416006
control,2019Q3,2019-08-08,39,129386,3545392
control,2019Q3,2019-08-09,40,112839,3658231
control,2019Q3,2019-08-10,41,26939,3685170
control,2019Q3,2019-08-11,42,25142,3710312
control,2019Q3,2019-08-12,43,117192,3827504
control,2019Q3,2019-08-13,44,128657,3956161
control,2019Q3,2019-08-14,45,129386,4085547
control,2019Q3,2019-08-15,46,114416,4199963
control,2019Q3,2019-08-16,47,106659,4306622
control,2019Q3,2019-08-17,48,28321,4334943
control,2019Q3,2019-08-18,49,27608,4362551
control,2019Q3,2019-08-19,50,124384,4486935
control,2019Q3,2019-08-20,51,141224,4628159
control,2019Q3,2019-08-21,52,159515,4787674
control,2019Q3,2019-08-22,53,138020,4925694
control,2019Q3,2019-08-23,54,121514,5047208
control,2019Q3,2019-08-24,55,35253,5082461
control,2019Q3,2019-08-25,56,35426,5117887
control,2019Q3,2019-08-26,57,129337,5247224
control,2019Q3,2019-08-27,58,144964,5392188
control,2019Q3,2019-08-28,59,140965,5533153
control,2019Q3,2019-08-29,60,145609,5678762
control,2019Q3,2019-08-30,61,118596,5797358
control,2019Q3,2019-08-31,62,33426,5830784
control,2019Q3,2019-09-01,63,33875,5864659
control,2019Q3,2019-09-02,64,98431,5963090
control,2019Q3,2019-09-03,65,136621,6099711
control,2019Q3,2019-09-04,66,143985,6243696
control,2019Q3,2019-09-05,67,139639,6383335
control,2019Q3,2019-09-06,68,127908,6511243
control,2019Q3,2019-09-07,69,32987,6544230
control,2019Q3,2019-09-08,70,33160,6577390
control,2019Q3,2019-09-09,71,139049,6716439
control,2019Q3,2019-09-10,72,145049,6861488
control,2019Q3,2019-09-11,73,142745,7004233
control,2019Q3,2019-09-12,74,145887,7150120
control,2019Q3,2019-09-13,75,131604,7281724
control,2019Q3,2019-09-14,76,34399,7316123
control,2019Q3,2019-09-15,77,36250,7352373
control,2019Q3,2019-09-16,78,138094,7490467
control,2019Q3,2019-09-17,79,147820,7638287
control,2019Q3,2019-09-18,80,147804,7786091
control,2019Q3,2019-09-19,81,143998,7930089
control,2019Q3,2019-09-20,82,129233,8059322
control,2019Q3,2019-09-21,83,35619,8094941
control,2019Q3,2019-09-22,84,34724,8129665
control,2019Q3,2019-09-23,85,154080,8283745
control,2019Q3,2019-09-24,86,168590,8452335
control,2019Q3,2019-09-25,87,162663,8614998
control,2019Q3,2019-09-26,88,159853,8774851
control,2019Q3,2019-09-27,89,141275,8916126
control,2019Q3,2019-09-28,90,40668,8956794
control,2019Q3,2019-09-29,91,38275,8995069
control,2019Q3,2019-09-30,92,150503,9145572
control,2019Q4,2019-10-01,1,163419,163419
control,2019Q4,2019-10-02,2,155114,318533
control,2019Q4,2019-10-03,3,146439,464972
control,2019Q4,2019-10-04,4,131025,595997
control,2019Q4,2019-10-05,5,34713,630710
control,2019Q4,2019-10-06,6,32597,663307
control,2019Q4,2019-10-07,7,138502,801809
control,2019Q4,2019-10-08,8,158441,960250
control,2019Q4,2019-10-09,9,152198,1112448
control,2019Q4,2019-10-10,10,153258,1265706
control,2019Q4,2019-10-11,11,136515,1402221
control,2019Q4,2019-10-12,12,39496,1441717
control,2019Q4,2019-10-13,13,36931,1478648
control,2019Q4,2019-10-14,14,135676,1614324
control,2019Q4,2019-10-15,15,159104,1773428
control,2019Q4,2019-10-16,16,163604,1937032
control,2019Q4,2019-10-17,17,156203,2093235
control,2019Q4,2019-10-18,18,137222,2230457
control,2019Q4,2019-10-19,19,34843,2265300
control,2019Q4,2019-10-20,20,34103,2299403
control,2019Q4,2019-10-21,21,157645,2457048
control,2019Q4,2019-10-22,22,168630,2625678
control,2019Q4,2019-10-23,23,166594,2792272
control,2019Q4,2019-10-24,24,174309,2966581
control,2019Q4,2019-10-25,25,151844,3118425
control,2019Q4,2019-10-26,26,38118,3156543
control,2019Q4,2019-10-27,27,37565,3194108
control,2019Q4,2019-10-28,28,157003,3351111
control,2019Q4,2019-10-29,29,172154,3523265
control,2019Q4,2019-10-30,30,173007,3696272
control,2019Q4,2019-10-31,31,164901,3861173
control,2019Q4,2019-11-01,32,134121,3995294
control,2019Q4,2019-11-02,33,37400,4032694
control,2019Q4,2019-11-03,34,39057,4071751
control,2019Q4,2019-11-04,35,156621,4228372
control,2019Q4,2019-11-05,36,179014,4407386
control,2019Q4,2019-11-06,37,185905,4593291
control,2019Q4,2019-11-07,38,180945,4774236
control,2019Q4,2019-11-08,39,159119,4933355
control,2019Q4,2019-11-09,40,41165,4974520
control,2019Q4,2019-11-10,41,39873,5014393
control,2019Q4,2019-11-11,42,153365,5167758
control,2019Q4,2019-11-12,43,180702,5348460
control,2019Q4,2019-11-13,44,190994,5539454
control,2019Q4,2019-11-14,45,178713,5718167
control,2019Q4,2019-11-15,46,161987,5880154
control,2019Q4,2019-11-16,47,42806,5922960
control,2019Q4,2019-11-17,48,42977,5965937
control,2019Q4,2019-11-18,49,172150,6138087
control,2019Q4,2019-11-19,50,194702,6332789
control,2019Q4,2019-11-20,51,185280,6518069
control,2019Q4,2019-11-21,52,188230,6706299
